key,en,fr,es,de
ui.status.heal.name,Heal,Soin,Curación,Heilung
ui.status.faces.one,{n}+ {face} face,{n}+ face {face},{n}+ cara {face},{n}+ {face}-Seite
ui.status.faces.other,{n}+ {face} faces,{n}+ faces {face},{n}+ caras {face},{n}+ {face}-Seiten
ui.status.turns.one,{n} turn,{n} tour,{n} turno,{n} Runde
ui.status.turns.other,{n} turns,{n} tours,{n} turnos,{n} Runden
ui.status.burn.what,"The foe loses {percent}% of its max HP per stack at the start of its turn, for {turns}. Each Burn face adds a stack.","L'adversaire perd {percent} % de ses PV max par cumul au début de son tour, pendant {turns}. Chaque face Brûlure ajoute un cumul.","El rival pierde el {percent} % de sus PS máximos por acumulación al inicio de su turno, durante {turns}. Cada cara Quemadura añade una acumulación.","Der Gegner verliert zu Beginn seiner Runde {percent} % seiner max. KP pro Stapel, für {turns}. Jede Verbrennungs-Seite fügt einen Stapel hinzu."
ui.status.poison.what,"The foe loses {percent}% of its max HP at the start of its turn, for {turns}. Doesn't stack.","L'adversaire perd {percent} % de ses PV max au début de son tour, pendant {turns}. Ne se cumule pas.","El rival pierde el {percent} % de sus PS máximos al inicio de su turno, durante {turns}. No se acumula.","Der Gegner verliert zu Beginn seiner Runde {percent} % seiner max. KP, für {turns}. Stapelt sich nicht."
ui.status.skip,The foe skips {turns}.,L'adversaire passe {turns}.,El rival pierde {turns}.,Der Gegner setzt {turns} aus.
ui.status.confuse.what,"The foe's next attack still lands, but it takes {percent}% of its max HP as recoil.","La prochaine attaque de l'adversaire touche quand même, mais il subit {percent} % de ses PV max en contrecoup.","El siguiente ataque del rival acierta igualmente, pero sufre el {percent} % de sus PS máximos de retroceso.","Der nächste Angriff des Gegners trifft trotzdem, aber er nimmt {percent} % seiner max. KP als Rückstoß."
ui.status.heal.what,"You heal HP equal to {source}, on top of your damage.","Tu récupères des PV égaux à {source}, en plus de tes dégâts.","Recuperas PS equivalentes a {source}, además de tu daño.","Du heilst KP in Höhe von {source}, zusätzlich zu deinem Schaden."
ui.status.heal.sourceFaces,the values of your Heal faces,la valeur de tes faces Soin,los valores de tus caras Curación,den Werten deiner Heilungs-Seiten
ui.status.heal.sourceTotal,the total of your dice,le total de tes dés,el total de tus dados,der Summe deiner Würfel
ui.milestone.upgradeDie,BASE DIE → {to} DIE,DÉ DE BASE → DÉ {to},DADO BASE → DADO {to},BASIS-WÜRFEL → {to}-WÜRFEL
ui.milestone.replaceDie,{from} DIE → {to} DIE,DÉ {from} → DÉ {to},DADO {from} → DADO {to},{from}-WÜRFEL → {to}-WÜRFEL
ui.milestone.addReroll,+{amount} REROLL!,+{amount} RELANCE !,+{amount} TIRADA!,+{amount} NEUWURF!
ui.milestone.addDie,+1 {type} DIE!,+1 DÉ {type} !,+1 DADO {type}!,+1 {type}-WÜRFEL!
ui.milestone.addHp,+{amount} MAX HP!,+{amount} PV MAX !,+{amount} PS MÁX.!,+{amount} MAX. KP!
ui.milestone.evolve,EVOLUTION,ÉVOLUTION,EVOLUCIÓN,ENTWICKLUNG
ui.trainer.gymLeader,Gym Leader {name},Champion d'Arène {name},Líder de Gimnasio {name},Arenaleiter {name}
ui.time.hoursMinutes,{h}h {m}m,{h} h {m} m,{h} h {m} m,{h} Std. {m} Min.
ui.card.wild,a wild Pokémon,un Pokémon sauvage,un Pokémon salvaje,ein wildes Pokémon
ui.card.trainer,a trainer,un Dresseur,un Entrenador,ein Trainer
ui.card.center,a Pokémon Center,un Centre Pokémon,un Centro Pokémon,ein Pokémon-Center
ui.card.item,a find,une trouvaille,un hallazgo,ein Fund
ui.card.casino,the Game Corner,le Casino,el Casino,die Spielhalle
ui.card.legend,a legendary,un légendaire,un legendario,ein Legendäres
ui.area.roundComplete,This round is complete,Cette manche est terminée,Esta ronda está completa,Diese Runde ist abgeschlossen
ui.area.roundProgress,This round: {done} of {total} encounters done,Cette manche : {done} rencontres sur {total},Esta ronda: {done} de {total} encuentros,Diese Runde: {done} von {total} Begegnungen
ui.area.cardMet,met,rencontrée,encontrada,getroffen
ui.area.cardNext,next,suivante,siguiente,nächste
ui.area.cardToCome,still to come,encore à venir,aún por venir,steht noch aus
ui.area.ahead,Ahead,À venir,Por venir,Voraus
ui.area.stillToCome,Still to come this round: {cards},Encore à venir cette manche : {cards},Aún por venir esta ronda: {cards},Diese Runde steht noch aus: {cards}
ui.area.nothing,nothing,rien,nada,nichts
ui.area.whenRoundsDone,When every round is done: {who},Quand toutes les manches sont faites : {who},Cuando acaben todas las rondas: {who},Wenn alle Runden geschafft sind: {who}
ui.area.legendaryNamed,Legendary: {name},Légendaire : {name},Legendario: {name},Legendär: {name}
ui.area.gymWithBadge,{name} ({badge}),{name} ({badge}),{name} ({badge}),{name} ({badge})
ui.area.aLegendary,a legendary,un légendaire,un legendario,ein Legendäres
ui.area.foesScale,Foes scale to your team,Les adversaires suivent ton équipe,Los rivales se ajustan a tu equipo,Gegner passen sich deinem Team an
ui.area.clearedNote,Cleared — rewards ×{multiplier},Terminée — gains ×{multiplier},Completada: recompensas ×{multiplier},Abgeschlossen — Belohnungen ×{multiplier}
ui.area.allRoundsDone.one,All {n} round done,L'unique manche est faite,Ronda única completada,Die eine Runde ist geschafft
ui.area.allRoundsDone.other,All {n} rounds done,Les {n} manches sont faites,Las {n} rondas completadas,Alle {n} Runden geschafft
ui.area.roundOf,Round {n}/{total},Manche {n}/{total},Ronda {n}/{total},Runde {n}/{total}
ui.area.levelOne,Lv.{n},N.{n},Nv.{n},Lv.{n}
ui.area.autoTip,"You've cleared this area, so AUTO-MODE is open to you here! Turn it on and your Pokémon fight by themselves: they roll, reroll, attack and switch in on their own, just like the foes do. Items stay in your bag, and catches and rewards still wait for you. Tap AUTO-MODE again, or STOP in a battle, to take back control.","Tu as terminé cette zone : le MODE AUTO s'ouvre à toi ici ! Active-le et tes Pokémon combattent seuls : ils lancent, relancent, attaquent et se remplacent d'eux-mêmes, comme les adversaires. Les objets restent dans ton sac, et les captures et récompenses t'attendent toujours. Touche à nouveau MODE AUTO, ou STOP en combat, pour reprendre la main.","Has completado esta zona, así que el MODO AUTO está disponible aquí. Actívalo y tus Pokémon combaten solos: tiran, vuelven a tirar, atacan y se relevan por su cuenta, igual que los rivales. Los objetos siguen en tu mochila, y las capturas y recompensas te esperan. Toca MODO AUTO otra vez, o STOP en un combate, para retomar el control.","Du hast dieses Gebiet abgeschlossen, also steht dir hier der AUTO-MODUS offen! Schalte ihn ein und deine Pokémon kämpfen von selbst: Sie würfeln, würfeln neu, greifen an und wechseln eigenständig, genau wie die Gegner. Items bleiben in deinem Beutel, und Fänge und Belohnungen warten weiter auf dich. Tippe erneut auf AUTO-MODUS oder im Kampf auf STOPP, um die Kontrolle zurückzunehmen."
ui.area.autoMode,AUTO-MODE: {state},MODE AUTO : {state},MODO AUTO: {state},AUTO-MODUS: {state}
ui.area.yourTeam,Your team,Ton équipe,Tu equipo,Dein Team
ui.area.tapToHeal,Tap one to heal it or check it,Touche-en un pour le soigner ou le consulter,Toca uno para curarlo o consultarlo,"Tippe eines an, um es zu heilen oder anzusehen"
ui.area.explore,EXPLORE,EXPLORER,EXPLORAR,ERKUNDEN
ui.area.nextEncounter,NEXT ENCOUNTER,RENCONTRE SUIVANTE,SIGUIENTE ENCUENTRO,NÄCHSTE BEGEGNUNG
ui.area.outOfEnergy,Out of energy · next in {time},Plus d'énergie · prochaine dans {time},Sin energía · la siguiente en {time},Keine Energie · nächste in {time}
ui.area.gymReady,Every round done — {trainer} is ready when you are.,Toutes les manches sont faites — {trainer} t'attend quand tu veux.,Todas las rondas completadas: {trainer} te espera cuando quieras.,"Alle Runden geschafft — {trainer} ist bereit, wenn du es bist."
ui.area.bossWaiting,The ground trembles. Something powerful is waiting…,Le sol tremble. Quelque chose de puissant attend…,El suelo tiembla. Algo poderoso espera…,Der Boden bebt. Etwas Mächtiges wartet …
ui.area.quiet,The path ahead is quiet. For now.,Le chemin est calme. Pour l'instant.,El camino está tranquilo. Por ahora.,Der Weg ist ruhig. Vorerst.
ui.area.whereNext,Where to next?,On va où maintenant ?,¿Adónde vamos ahora?,Wohin als Nächstes?
ui.area.challenge,CHALLENGE {name},DÉFIER {name},DESAFIAR A {name},{name} HERAUSFORDERN
ui.area.faceIt,FACE IT,L'AFFRONTER,AFRONTARLO,STELL DICH IHM
ui.area.backToMap,BACK TO MAP,RETOUR À LA CARTE,VOLVER AL MAPA,ZURÜCK ZUR KARTE
ui.area.keepExploring,Or keep exploring first — your rounds stay done.,Ou continue d'explorer — tes manches restent acquises.,O sigue explorando primero: tus rondas siguen completadas.,Oder erkunde erst weiter — deine Runden bleiben geschafft.
ui.area.gymAfterRounds,{trainer} waits after round {need} ({done}/{need} done),{trainer} attend après la manche {need} ({done}/{need} faites),{trainer} espera tras la ronda {need} ({done}/{need} completadas),{trainer} wartet nach Runde {need} ({done}/{need} geschafft)
ui.common.cancel,Cancel,Annuler,Cancelar,Abbrechen
ui.common.close,Close,Fermer,Cerrar,Schließen
ui.common.back,Back,Retour,Atrás,Zurück
ui.common.continue,CONTINUE,CONTINUER,CONTINUAR,WEITER
ui.common.ok,OK,OK,OK,OK
ui.common.on,ON,ON,SÍ,AN
ui.common.off,OFF,OFF,NO,AUS
ui.common.loading,Loading…,Chargement…,Cargando…,Wird geladen…
ui.common.level.short,Lv.{n},N.{n},Nv.{n},Lv.{n}
ui.common.unknown,???,???,???,???
ui.common.pokemon,Pokémon,Pokémon,Pokémon,Pokémon
ui.common.aPokemon,A Pokémon,Un Pokémon,Un Pokémon,Ein Pokémon
ui.nav.map,Map,Carte,Mapa,Karte
ui.nav.team,Team,Équipe,Equipo,Team
ui.nav.shop,Shop,Boutique,Tienda,Shop
ui.nav.upgrades,Upgrades,Améliorations,Mejoras,Upgrades
ui.nav.pokedex,Pokédex,Pokédex,Pokédex,Pokédex
ui.nav.menus,Menus,Menus,Menús,Menüs
ui.nav.admin,Admin,Admin,Admin,Admin
ui.nav.exploring, (exploring {area}), (en exploration : {area}), (explorando {area}), (erkundet {area})
ui.nav.finishFight,Finish the fight first,Termine d'abord le combat,Termina antes el combate,Beende zuerst den Kampf
ui.nav.backToGame,Pokédice — back to the game,Pokédice — retour au jeu,Pokédice: volver al juego,Pokédice — zurück zum Spiel
ui.nav.leaderboard,Leaderboard,Classement,Clasificación,Bestenliste
ui.nav.settings,Settings,Réglages,Ajustes,Einstellungen
ui.nav.saveInBrowser,Your save lives in this browser.,Ta sauvegarde vit dans ce navigateur.,Tu partida vive en este navegador.,Dein Spielstand lebt in diesem Browser.
ui.nav.cloudBackup,Cloud backup,Sauvegarde en ligne,Copia en la nube,Cloud-Backup
ui.nav.backUpAnyDevice,Back up your save and play on any device.,Sauvegarde ta partie et joue sur n'importe quel appareil.,Guarda tu partida y juega en cualquier dispositivo.,Sichere deinen Spielstand und spiele auf jedem Gerät.
ui.title.continueWith,Continue with {name},Continuer avec {name},Continuar con {name},Weiter mit {name}
ui.title.newGame,NEW GAME,NOUVELLE PARTIE,NUEVA PARTIDA,NEUES SPIEL
ui.title.howToPlay,HOW TO PLAY,COMMENT JOUER,CÓMO JUGAR,SPIELANLEITUNG
ui.title.corruptSave,Your previous save could not be read. It was archived (pokedice.save.corrupt) and a fresh game is ready.,Ta sauvegarde précédente n'a pas pu être lue. Elle a été archivée (pokedice.save.corrupt) et une nouvelle partie t'attend.,No se pudo leer tu partida anterior. Se ha archivado (pokedice.save.corrupt) y hay una partida nueva lista.,Dein bisheriger Spielstand konnte nicht gelesen werden. Er wurde archiviert (pokedice.save.corrupt) und ein neues Spiel steht bereit.
ui.title.legal,"A personal, non-commercial fan project. Pokémon and all related names are trademarks of Nintendo, Game Freak and Creatures. Sprites are loaded from the public PokeAPI repository.","Un projet de fan personnel et non commercial. Pokémon et les noms associés sont des marques de Nintendo, Game Freak et Creatures. Les sprites proviennent du dépôt public PokeAPI.","Un proyecto de fan personal y sin ánimo de lucro. Pokémon y los nombres relacionados son marcas de Nintendo, Game Freak y Creatures. Los sprites provienen del repositorio público PokeAPI.","Ein persönliches, nicht kommerzielles Fanprojekt. Pokémon und alle zugehörigen Namen sind Marken von Nintendo, Game Freak und Creatures. Die Sprites stammen aus dem öffentlichen PokeAPI-Repository."
ui.title.deployGuide,Deployment guide,Guide de déploiement,Guía de despliegue,Deployment-Anleitung
ui.title.kitchenSink,Kitchen sink,Kitchen sink,Kitchen sink,Kitchen sink
ui.title.startOver,Start over?,Recommencer ?,¿Empezar de nuevo?,Von vorn anfangen?
ui.title.startOverBody,"This replaces your current save{where}. Pokédollars, catches and upgrades will be lost.","Cela remplace ta sauvegarde actuelle{where}. Pokédollars, captures et améliorations seront perdus.","Esto reemplaza tu partida actual{where}. Perderás Pokédólares, capturas y mejoras.","Das ersetzt deinen aktuellen Spielstand{where}. Pokédollar, Fänge und Upgrades gehen verloren."
ui.title.hereAndCloud, here and in the cloud, ici et dans le cloud, aquí y en la nube, hier und in der Cloud
ui.title.startOverAction,Start over,Recommencer,Empezar de nuevo,Von vorn anfangen
ui.enc.titleWild,You encountered a wild Pokémon!,Un Pokémon sauvage apparaît !,¡Te has encontrado con un Pokémon salvaje!,Ein wildes Pokémon erscheint!
ui.enc.titleBoss,A legendary Pokémon appears!,Un Pokémon légendaire apparaît !,¡Aparece un Pokémon legendario!,Ein legendäres Pokémon erscheint!
ui.enc.titleTrainer,A trainer wants to battle!,Un Dresseur veut se battre !,¡Un Entrenador quiere luchar!,Ein Trainer will kämpfen!
ui.enc.titleGym,A gym battle,Un combat d'Arène,Un combate de Gimnasio,Ein Arenakampf
ui.enc.titleItem,You found something on the ground!,Tu as trouvé quelque chose par terre !,¡Has encontrado algo en el suelo!,Du hast etwas auf dem Boden gefunden!
ui.enc.titleCenter,You reached a Pokémon Center!,Tu arrives à un Centre Pokémon !,¡Has llegado a un Centro Pokémon!,Du hast ein Pokémon-Center erreicht!
ui.enc.titleCasino,The Game Corner!,Le Casino !,¡El Casino!,Die Spielhalle!
ui.enc.legendaryTag,LEGENDARY,LÉGENDAIRE,LEGENDARIO,LEGENDÄR
ui.enc.new,NEW!,NOUVEAU !,¡NUEVO!,NEU!
ui.enc.caught,caught,capturé,capturado,gefangen
ui.enc.replaces, · stronger than your Lv.{level}: a catch replaces it, · plus fort que ton N.{level} : une capture le remplace, · más fuerte que tu Nv.{level}: una captura lo reemplaza, · stärker als dein Lv.{level}: ein Fang ersetzt es
ui.enc.shinyExtra, · shiny: a catch joins as an extra copy, · chromatique : une capture s'ajoute en exemplaire supplémentaire, · variocolor: una captura se añade como copia extra, · schillernd: ein Fang kommt als zusätzliches Exemplar dazu
ui.enc.noCatch, · no catch (yours is as strong), · pas de capture (le tien est aussi fort), · sin captura (el tuyo es igual de fuerte), · kein Fang (deines ist genauso stark)
ui.enc.wantsToBattle,wants to battle! ({count} Pokémon),veut se battre ! ({count} Pokémon),¡quiere luchar! ({count} Pokémon),will kämpfen! ({count} Pokémon)
ui.enc.paysPerKo,Pays Pokédollars for every Pokémon you defeat.,Paie des Pokédollars pour chaque Pokémon vaincu.,Paga Pokédólares por cada Pokémon que derrotes.,Zahlt Pokédollar für jedes besiegte Pokémon.
ui.enc.noRunning, No running once the battle starts., Impossible de fuir une fois le combat lancé., No se puede huir una vez empezado el combate.," Kein Fliehen, sobald der Kampf beginnt."
ui.enc.gymBattle,GYM BATTLE,COMBAT D'ARÈNE,COMBATE DE GIMNASIO,ARENAKAMPF
ui.enc.champion,CHAMPION,MAÎTRE,CAMPEÓN,CHAMP
ui.enc.eliteFour,ELITE FOUR · battle {index} of {total},CONSEIL 4 · combat {index} sur {total},ALTO MANDO · combate {index} de {total},TOP VIER · Kampf {index} von {total}
ui.enc.winBadge,Win the {badge},Gagne le {badge},Gana la {badge},Gewinne den {badge}
ui.enc.gymPays,Pays ×{multiplier} Pokédollars · switch freely between their Pokémon,Paie ×{multiplier} Pokédollars · change librement entre leurs Pokémon,Paga ×{multiplier} Pokédólares · cambia libremente entre sus Pokémon,Zahlt ×{multiplier} Pokédollar · wechsle frei zwischen ihren Pokémon
ui.enc.gymPaysNoRun,No running once it starts · pays ×{multiplier} Pokédollars · switch freely between their Pokémon,Impossible de fuir une fois lancé · paie ×{multiplier} Pokédollars · change librement entre leurs Pokémon,No se puede huir una vez empezado · paga ×{multiplier} Pokédólares · cambia libremente entre sus Pokémon,"Kein Fliehen, sobald er beginnt · zahlt ×{multiplier} Pokédollar · wechsle frei zwischen ihren Pokémon"
ui.enc.centerTitle,Pokémon Center,Centre Pokémon,Centro Pokémon,Pokémon-Center
ui.enc.centerRound,A new round begins — it opens with a Pokémon Center.,Une nouvelle manche commence — elle s'ouvre par un Centre Pokémon.,Empieza una ronda nueva: se abre con un Centro Pokémon.,Eine neue Runde beginnt — sie eröffnet mit einem Pokémon-Center.
ui.enc.centerFainted,One of your Pokémon is K.O. — a Center comes straight away.,Un de tes Pokémon est K.O. — un Centre arrive tout de suite.,Uno de tus Pokémon está debilitado: llega un Centro enseguida.,Eines deiner Pokémon ist besiegt — ein Center kommt sofort.
ui.enc.centerHurt,Your team is hurt — a Center is the first stop in this area.,Ton équipe est blessée — un Centre est la première étape de cette zone.,Tu equipo está herido: un Centro es la primera parada de esta zona.,Dein Team ist verletzt — ein Center ist die erste Station in diesem Gebiet.
ui.enc.centerRest,A place to rest.,Un endroit pour se reposer.,Un lugar para descansar.,Ein Ort zum Ausruhen.
ui.enc.centerFull,"Full heal for your team and Box, and a chance to change your team.","Soin complet pour ton équipe et ta Boîte, et l'occasion de changer d'équipe.","Curación completa para tu equipo y tu Caja, y ocasión de cambiar de equipo.","Volle Heilung für Team und Box, und eine Gelegenheit, dein Team zu ändern."
ui.enc.casinoTitle,Game Corner,Casino,Casino,Spielhalle
ui.enc.casinoIntro,"Behind a poster, Team Rocket runs a slot machine. ₽{cost} a spin — line up three {prize} to win one!","Derrière une affiche, la Team Rocket tient une machine à sous. ₽{cost} le tour — aligne trois {prize} pour en gagner un !","Tras un póster, el Team Rocket lleva una tragaperras. ₽{cost} por tirada: ¡alinea tres {prize} para ganar uno!",Hinter einem Plakat betreibt Team Rocket einen Spielautomaten. ₽{cost} pro Dreh — bringe drei {prize} in eine Reihe und gewinne eines!
ui.enc.prizeMon,prize Pokémon,Pokémon en lot,Pokémon de premio,Preis-Pokémon
ui.enc.legendaryBack,{name} is back — another chance to catch it!,{name} est de retour — une nouvelle chance de le capturer !,¡{name} ha vuelto: otra oportunidad de capturarlo!,"{name} ist zurück — noch eine Chance, es zu fangen!"
ui.enc.theLegendary,The legendary,Le légendaire,El legendario,Das Legendäre
ui.enc.legendaryBlocks,The air crackles… a legendary Pokémon blocks the way!,L'air crépite… un Pokémon légendaire barre la route !,El aire crepita… ¡un Pokémon legendario bloquea el paso!,Die Luft knistert … ein legendäres Pokémon versperrt den Weg!
ui.enc.enter,ENTER,ENTRER,ENTRAR,BETRETEN
ui.enc.pickUp,PICK IT UP,LE RAMASSER,RECOGERLO,AUFHEBEN
ui.enc.fight,FIGHT,COMBATTRE,LUCHAR,KÄMPFEN
ui.enc.avoid,AVOID,ÉVITER,EVITAR,AUSWEICHEN
ui.enc.flee,FLEE,FUIR,HUIR,FLIEHEN
ui.enc.skip,SKIP,PASSER,OMITIR,ÜBERSPRINGEN
ui.enc.notYet,NOT YET,PAS ENCORE,TODAVÍA NO,NOCH NICHT
ui.center.team,Team,Équipe,Equipo,Team
ui.center.sendToBox,Send to the Box,Envoyer à la Boîte,Enviar a la Caja,In die Box schicken
ui.center.stillReviving,Still being revived from its fossil — it can join your team once it wakes up.,Encore en train de revivre depuis son fossile — il pourra rejoindre ton équipe à son réveil.,Todavía está reviviendo de su fósil: podrá unirse a tu equipo cuando despierte.,"Wird noch aus seinem Fossil wiederbelebt — es kann deinem Team beitreten, sobald es aufwacht."
ui.center.addToTeam,Add to team,Ajouter à l'équipe,Añadir al equipo,Zum Team hinzufügen
ui.center.swapFor,Your team is full — swap {name} in for:,Ton équipe est pleine — échange {name} contre :,Tu equipo está lleno: cambia a {name} por:,Dein Team ist voll — tausche {name} gegen:
ui.center.goesToBox,goes to the Box,part à la Boîte,va a la Caja,geht in die Box
ui.center.fightingFit,Your Pokémon are fighting fit!,Tes Pokémon sont en pleine forme !,¡Tus Pokémon están en plena forma!,Deine Pokémon sind topfit!
ui.center.healing,Healing…,Soins en cours…,Curando…,Wird geheilt …
ui.center.backToFull,Team and Box are back to full HP.,L'équipe et la Boîte sont à PV max.,El equipo y la Caja están a PS máximos.,Team und Box sind wieder auf vollen KP.
ui.center.teamCount,Team ({count}/{max}),Équipe ({count}/{max}),Equipo ({count}/{max}),Team ({count}/{max})
ui.center.tapTeam,Tap one to make it lead or send it to the Box,Touche-en un pour le mettre en tête ou l'envoyer à la Boîte,Toca uno para ponerlo al frente o enviarlo a la Caja,"Tippe eines an, um es an die Spitze zu setzen oder in die Box zu schicken"
ui.center.emptySlot,Empty slot,Emplacement vide,Hueco vacío,Leerer Platz
ui.center.tapBox,Tap one to add it to your team or swap it in,Touche-en un pour l'ajouter à ton équipe ou l'échanger,Toca uno para añadirlo a tu equipo o intercambiarlo,"Tippe eines an, um es ins Team zu holen oder einzutauschen"
ui.center.boxEmpty,Catch more Pokémon — they wait here when your team is full.,Capture plus de Pokémon — ils attendent ici quand ton équipe est pleine.,Captura más Pokémon: esperan aquí cuando tu equipo está lleno.,"Fange mehr Pokémon — sie warten hier, wenn dein Team voll ist."
ui.casino.machine,Slot machine,Machine à sous,Tragaperras,Spielautomat
ui.casino.title,GAME CORNER,CASINO,CASINO,SPIELHALLE
ui.casino.pokeBall,Poké Ball,Poké Ball,Poké Ball,Pokéball
ui.casino.spinning,Spinning…,Ça tourne…,Girando…,Dreht …
ui.casino.reelsSpinning,Reels spinning,Les rouleaux tournent,Los rodillos giran,Die Walzen drehen sich
ui.casino.reels,Reels: {symbols},Rouleaux : {symbols},Rodillos: {symbols},Walzen: {symbols}
ui.casino.idle,₽{cost} a spin. Good luck!,₽{cost} le tour. Bonne chance !,₽{cost} por tirada. ¡Suerte!,₽{cost} pro Dreh. Viel Glück!
ui.casino.spin,SPIN · ₽{cost},TOURNER · ₽{cost},GIRAR · ₽{cost},DREHEN · ₽{cost}
ui.casino.tooPoor,Not enough Pokédollars to play.,Pas assez de Pokédollars pour jouer.,No tienes suficientes Pokédólares para jugar.,Nicht genug Pokédollar zum Spielen.
ui.casino.payouts,Payouts,Gains,Premios,Auszahlungen
ui.casino.balls.one,{n} Poké Ball,{n} Poké Ball,{n} Poké Ball,{n} Pokéball
ui.casino.balls.other,{n} Poké Balls,{n} Poké Balls,{n} Poké Balls,{n} Pokébälle
ui.casino.threePrize,3 {prize},3 {prize},3 {prize},3 {prize}
ui.casino.leave,LEAVE,PARTIR,SALIR,VERLASSEN
ui.casino.oneBall,1 Poké Ball · +₽{gold},1 Poké Ball · +₽{gold},1 Poké Ball · +₽{gold},1 Pokéball · +₽{gold}
ui.casino.twoBalls,2 Poké Balls · +₽{gold},2 Poké Balls · +₽{gold},2 Poké Balls · +₽{gold},2 Pokébälle · +₽{gold}
ui.casino.threeBalls,3 Poké Balls! +₽{gold},3 Poké Balls ! +₽{gold},¡3 Poké Balls! +₽{gold},3 Pokébälle! +₽{gold}
ui.casino.jackpotHave,JACKPOT! You already have a strong {prize} · +₽{gold},JACKPOT ! Tu as déjà un {prize} puissant · +₽{gold},¡PREMIO GORDO! Ya tienes un {prize} fuerte · +₽{gold},JACKPOT! Du hast schon ein starkes {prize} · +₽{gold}
ui.casino.jackpotGrew,JACKPOT! Your {prize} grew from Lv.{from} to Lv.{to}!,JACKPOT ! Ton {prize} est passé du N.{from} au N.{to} !,¡PREMIO GORDO! Tu {prize} ha pasado del Nv.{from} al Nv.{to}!,JACKPOT! Dein {prize} ist von Lv.{from} auf Lv.{to} gestiegen!
ui.casino.jackpotWon,JACKPOT! {prize} Lv.{level} {where}!,JACKPOT ! {prize} N.{level} {where} !,¡PREMIO GORDO! {prize} Nv.{level} {where}!,JACKPOT! {prize} Lv.{level} {where}!
ui.casino.joinedTeam,joined your team,a rejoint ton équipe,se ha unido a tu equipo,ist deinem Team beigetreten
ui.casino.sentToBox,was sent to your Box,a été envoyé à ta Boîte,ha sido enviado a tu Caja,wurde in deine Box geschickt
ui.lead.sendOut,Send out:,Envoyer :,Enviar a:,Schick raus:
ui.lead.switch,SWITCH,CHANGER,CAMBIAR,WECHSELN
ui.lead.info,INFO,INFOS,INFO,INFO
ui.lead.sendOutName,Send out {name},Envoyer {name},Enviar a {name},{name} rausschicken
ui.lead.hp,HP {hp}/{max},PV {hp}/{max},PS {hp}/{max},KP {hp}/{max}
ui.oak.prefix,PROF. OAK:,PR. CHEN :,PROF. OAK:,PROF. EICH:
ui.oak.gotIt,GOT IT,COMPRIS,ENTENDIDO,VERSTANDEN
ui.toast.stack,Notifications,Notifications,Notificaciones,Benachrichtigungen
ui.modal.dialog,Dialog,Boîte de dialogue,Cuadro de diálogo,Dialog
ui.battle.heading,Battle: {mine} against {foe},Combat : {mine} contre {foe},Combate: {mine} contra {foe},Kampf: {mine} gegen {foe}
ui.battle.aWild,a wild {name},un {name} sauvage,un {name} salvaje,ein wildes {name}
ui.battle.theirs,{trainer}'s {name},le {name} de {trainer},el {name} de {trainer},{trainer}s {name}
ui.battle.rollingDice,Rolling the dice…,Lancer des dés…,Tirando los dados…,Würfelwurf …
ui.battle.enemyRoll,enemy roll,lancer adverse,tirada rival,Gegnerwurf
ui.battle.confusedRecoil,CONFUSED — {name} takes {amount} recoil after this hit!,CONFUS — {name} subit {amount} de contrecoup après ce coup !,CONFUSO: {name} sufre {amount} de retroceso tras este golpe.,VERWIRRT — {name} nimmt nach diesem Treffer {amount} Rückstoß!
ui.battle.comboIs,{combo} — +{bonus},{combo} — +{bonus},{combo} — +{bonus},{combo} — +{bonus}
ui.battle.noCombo,NO COMBO,AUCUN COMBO,SIN COMBO,KEIN COMBO
ui.battle.damageDetails,{amount} damage — {action} details,{amount} dégâts — {action} les détails,{amount} de daño: {action} los detalles,{amount} Schaden — Details {action}
ui.battle.hide,hide,masquer,ocultar,ausblenden
ui.battle.show,show,afficher,mostrar,einblenden
ui.battle.damageTitle,Damage — click for details,Dégâts — clique pour les détails,Daño: haz clic para ver detalles,Schaden — für Details klicken
ui.battle.almostStatus,{status} needs {need} {status} faces in one roll,{status} nécessite {need} faces {status} dans un même lancer,{status} necesita {need} caras {status} en una misma tirada,{status} braucht {need} {status}-Seiten in einem Wurf
ui.battle.statusTip,"A status face only works in numbers! {status} needs {need} {status} faces in the same roll. You have {have}, so {counts}. Reroll the other dice to chase the rest — the counter under the dice shows how close you are.","Une face de statut ne marche qu'en nombre ! {status} nécessite {need} faces {status} dans le même lancer. Tu en as {have}, donc {counts}. Relance les autres dés pour compléter — le compteur sous les dés montre où tu en es.","¡Una cara de estado solo funciona en grupo! {status} necesita {need} caras {status} en la misma tirada. Tienes {have}, así que {counts}. Vuelve a tirar los otros dados para completar: el contador bajo los dados indica lo cerca que estás.","Eine Status-Seite wirkt nur in der Menge! {status} braucht {need} {status}-Seiten im selben Wurf. Du hast {have}, also {counts}. Würfle die anderen Würfel neu, um den Rest zu holen — der Zähler unter den Würfeln zeigt, wie nah du bist."
ui.battle.countsOne,it just counts as {value} damage,elle ne compte que comme {value} dégâts,solo cuenta como {value} de daño,sie zählt nur als {value} Schaden
ui.battle.countsMany,they just count as {value} damage each,elles ne comptent que comme {value} dégâts chacune,solo cuentan como {value} de daño cada una,sie zählen nur als je {value} Schaden
ui.battle.autoMode,AUTO-MODE,MODE AUTO,MODO AUTO,AUTO-MODUS
ui.battle.stop,STOP,STOP,PARAR,STOPP
